,track_artist,matched_artist,score,matched
0,cure,aerosmith,0.05503385422,FALSE
1,cure,cure,0.02862897651,TRUE
2,cure,u2,0.05365303864,FALSE
3,cure,steely,0.1179374141,FALSE
4,cure,beatles,0.07486335534,FALSE
5,cure,cure,0.1089265357,TRUE
6,cure,suzanne,0.114287858,FALSE
7,cure,cure,0.04821180644,TRUE
8,cure,cure,0.08124340472,TRUE
9,cure,roxette,0.07060986092,FALSE
10,cure,creedence,0.07036499721,FALSE
11,cure,depeche,0.1385634597,FALSE
12,cure,suzanne,0.1342050134,FALSE
13,cure,aerosmith,0.06685791962,FALSE
14,cure,cure,0.04445253603,TRUE
15,cure,steely,0.08202165956,FALSE
16,cure,suzanne,0.1306213439,FALSE
17,cure,cure,0.04658315922,TRUE
18,cure,creedence,0.05851667404,FALSE
19,cure,cure,0.105728171,TRUE
20,cure,cure,0.08113072458,TRUE
21,cure,cure,0.03017459386,TRUE
22,cure,cure,0.08313331826,TRUE
23,cure,u2,0.07305763321,FALSE
24,cure,u2,0.1420287563,FALSE
25,cure,cure,0.04423206649,TRUE
26,cure,depeche,0.08609059158,FALSE
27,cure,cure,0.09603513179,TRUE
28,cure,cure,0.03390038213,TRUE
29,cure,aerosmith,0.05680885021,FALSE
30,cure,u2,0.1029578772,FALSE
31,cure,queen,0.2273865573,FALSE
32,cure,queen,0.04108073676,FALSE
33,cure,u2,0.08434521,FALSE
34,cure,depeche,0.09546705865,FALSE
35,cure,aerosmith,0.0663811398,FALSE
36,cure,depeche,0.159265807,FALSE
37,cure,cure,0.0333003037,TRUE
38,cure,steely,0.09612287361,FALSE
39,cure,steely,0.09040931231,FALSE
40,cure,u2,0.1200584576,FALSE
41,cure,creedence,0.06848729449,FALSE
42,cure,prince,0.05956077272,FALSE
43,cure,cure,0.1244612707,TRUE
44,cure,cure,0.07599772752,TRUE
45,cure,queen,0.05982533231,FALSE
46,cure,beatles,0.1058704217,FALSE
47,cure,radiohead,0.3113678752,FALSE
48,cure,cure,0.03761504709,TRUE
49,cure,cure,0.03010925832,TRUE
50,cure,fleetwood,0.06426115076,FALSE
51,cure,aerosmith,0.0624675932,FALSE
52,cure,depeche,0.1378396649,FALSE
53,cure,beatles,0.1164311285,FALSE
54,cure,fleetwood,0.05968725835,FALSE
55,cure,steely,0.06094113909,FALSE
56,cure,u2,0.08844470092,FALSE
57,cure,dave,0.1057899944,FALSE
58,cure,cure,0.04194056514,TRUE
59,cure,cure,0.0681164528,TRUE
60,cure,depeche,0.1910255627,FALSE
61,cure,aerosmith,0.04309110623,FALSE
62,cure,queen,0.1380944016,FALSE
63,cure,beatles,0.09330847571,FALSE
64,cure,cure,0.06387093112,TRUE
65,cure,u2,0.1151399742,FALSE
66,cure,cure,0.05472573187,TRUE
67,cure,led,0.06291675495,FALSE
68,cure,cure,0.1045800413,TRUE
69,cure,cure,0.08468777984,TRUE
70,cure,u2,0.08001515263,FALSE
71,cure,fleetwood,0.1128897518,FALSE
72,cure,cure,0.04711197152,TRUE
73,cure,cure,0.1020261518,TRUE
74,cure,fleetwood,0.08918534897,FALSE
75,led,led,0.06337085175,TRUE
76,led,led,0.05831686461,TRUE
77,led,aerosmith,0.04285588484,FALSE
78,led,u2,0.0669330083,FALSE
79,led,cure,0.05387292713,FALSE
80,led,fleetwood,0.0542828016,FALSE
81,led,led,0.09278276809,TRUE
82,led,led,0.09466077428,TRUE
83,led,u2,0.1720240297,FALSE
84,led,led,0.05740949335,TRUE
85,led,led,0.06733361784,TRUE
86,led,led,0.06295826597,TRUE
87,led,queen,0.1161561417,FALSE
88,led,dave,0.107444926,FALSE
89,led,led,0.04750896554,TRUE
90,led,led,0.05994703336,TRUE
91,led,madonna,0.1185030903,FALSE
92,led,steely,0.05793686952,FALSE
93,led,led,0.09795007299,TRUE
94,led,prince,0.1003301367,FALSE
95,led,depeche,0.1357291018,FALSE
96,led,led,0.06222508149,TRUE
97,led,depeche,0.1902939332,FALSE
98,led,roxette,0.1390857105,FALSE
99,led,u2,0.04333123587,FALSE
100,led,fleetwood,0.1180267851,FALSE
101,led,queen,0.05800248785,FALSE
102,led,led,0.0981291778,TRUE
103,led,fleetwood,0.04739227313,FALSE
104,led,metallica,0.09433312012,FALSE
105,led,aerosmith,0.0512405859,FALSE
106,led,aerosmith,0.06958710929,FALSE
107,led,led,0.03129669068,TRUE
108,led,aerosmith,0.07969629145,FALSE
109,led,fleetwood,0.04667638755,FALSE
110,led,steely,0.0936117019,FALSE
111,led,fleetwood,0.1051146594,FALSE
112,led,led,0.06378156957,TRUE
113,led,fleetwood,0.05804623473,FALSE
114,led,led,0.09600679867,TRUE
115,led,radiohead,0.1296392225,FALSE
116,led,queen,0.112502496,FALSE
117,led,led,0.0568046337,TRUE
118,led,led,0.08511459151,TRUE
119,led,led,0.06109334647,TRUE
120,led,queen,0.03993355746,FALSE
121,led,led,0.0541152537,TRUE
122,led,fleetwood,0.06044601961,FALSE
123,led,suzanne,0.305403288,FALSE
124,led,aerosmith,0.08423326079,FALSE
125,led,queen,0.09201545361,FALSE
126,led,aerosmith,0.1007794196,FALSE
127,suzanne,suzanne,0.1402744213,TRUE
128,suzanne,suzanne,0.08899221433,TRUE
129,suzanne,suzanne,0.07314085225,TRUE
130,suzanne,suzanne,0.06294327176,TRUE
131,suzanne,suzanne,0.07264651088,TRUE
132,suzanne,suzanne,0.09336286901,TRUE
133,suzanne,suzanne,0.06700499291,TRUE
134,suzanne,suzanne,0.1513119101,TRUE
135,suzanne,suzanne,0.06957289176,TRUE
136,suzanne,suzanne,0.1035650979,TRUE
137,suzanne,suzanne,0.1007828389,TRUE
138,suzanne,suzanne,0.0664795501,TRUE
139,suzanne,suzanne,0.08813823634,TRUE
140,suzanne,madonna,0.05967037069,FALSE
141,suzanne,suzanne,0.1053722833,TRUE
142,suzanne,suzanne,0.08287295041,TRUE
143,suzanne,suzanne,0.07682288108,TRUE
144,suzanne,depeche,0.1667029577,FALSE
145,suzanne,fleetwood,0.07377132879,FALSE
146,suzanne,suzanne,0.05727791306,TRUE
147,suzanne,suzanne,0.08478086866,TRUE
148,suzanne,suzanne,0.0500713946,TRUE
149,suzanne,suzanne,0.1455206461,TRUE
150,suzanne,fleetwood,0.1182741297,FALSE
151,suzanne,suzanne,0.07117675582,TRUE
152,suzanne,suzanne,0.06389706474,TRUE
153,suzanne,suzanne,0.07281684771,TRUE
154,suzanne,suzanne,0.05880601246,TRUE
155,suzanne,suzanne,0.1251047469,TRUE
156,suzanne,suzanne,0.06724075587,TRUE
157,suzanne,suzanne,0.07491878167,TRUE
158,suzanne,fleetwood,0.07791598367,FALSE
159,suzanne,suzanne,0.07666607023,TRUE
160,suzanne,suzanne,0.06828116766,TRUE
161,suzanne,suzanne,0.1427394415,TRUE
162,suzanne,suzanne,0.1172439683,TRUE
163,suzanne,suzanne,0.06812477006,TRUE
164,suzanne,suzanne,0.07687321733,TRUE
165,suzanne,suzanne,0.0696275047,TRUE
166,suzanne,fleetwood,0.08481128217,FALSE
167,suzanne,suzanne,0.1187497557,TRUE
168,suzanne,suzanne,0.06263917996,TRUE
169,suzanne,suzanne,0.05441835723,TRUE
